id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
5128,2019-04-01,,Month-to-month,Yes,Mailed check,75.75,777.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
5130,2019-04-01,2019-10-01,Month-to-month,Yes,Electronic check,84.4,556.35,Fiber optic,No,Yes,No,No,No,Yes,Male,0,No,No,No,1
5132,2015-11-01,,One year,Yes,Credit card (automatic),96.4,4911.05,Fiber optic,Yes,Yes,No,No,No,Yes,Male,0,Yes,No,Yes,0
5134,2019-04-01,,Month-to-month,Yes,Mailed check,20.55,187.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
5136,2019-08-01,,Month-to-month,No,Credit card (automatic),50.95,307.6,DSL,Yes,Yes,No,Yes,No,Yes,Female,0,No,No,No,0
5137,2016-03-01,,Two year,Yes,Mailed check,90.5,4318.35,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
5140,2015-01-01,,One year,Yes,Electronic check,79.4,4820.55,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,0
5141,2015-10-01,,Two year,Yes,Bank transfer (automatic),58.75,3038.55,DSL,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,No,No,0
5144,2017-03-01,,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,Yes,0
5146,2014-03-01,,One year,Yes,Bank transfer (automatic),105.7,7472.15,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
5148,2019-04-01,2019-10-01,Month-to-month,No,Electronic check,56.25,389.1,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,No,1
5150,2016-05-01,,Two year,No,Credit card (automatic),53.3,2296.25,DSL,Yes,No,Yes,No,No,No,Male,0,Yes,No,No,0
5151,2019-08-01,2019-10-01,Month-to-month,Yes,Electronic check,85.55,187.45,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,Yes,1
5621,2014-10-01,,Two year,No,Mailed check,25.55,1714.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
7080,2015-06-01,,One year,Yes,Bank transfer (automatic),64.65,3665.55,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,No,Yes,0
7193,2017-02-01,,One year,Yes,Credit card (automatic),20.35,695.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5337,2015-11-01,,Two year,No,Mailed check,25.5,1281.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
7396,2015-01-01,,One year,Yes,Electronic check,65.2,3965.05,DSL,No,No,Yes,No,Yes,No,Female,1,Yes,Yes,Yes,0
5429,2019-01-01,,Month-to-month,Yes,Electronic check,71.95,923.85,DSL,Yes,No,No,No,Yes,Yes,Female,0,No,No,No,0
5801,2017-09-01,,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,No,0
7488,2016-04-01,2019-11-01,One year,Yes,Mailed check,109.55,4830.25,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,1
7515,2017-10-01,,One year,No,Mailed check,19.9,543.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
7582,2016-01-01,,One year,No,Credit card (automatic),19.0,918.7,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
5641,2020-02-01,,Two year,No,Mailed check,19.85,2283.3004408418656,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
5724,2019-09-01,2019-11-01,Month-to-month,Yes,Mailed check,75.45,158.4,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,1
5816,2014-02-01,,Two year,Yes,Bank transfer (automatic),97.0,7104.2,Fiber optic,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,No,Yes,0
7851,2019-10-01,,Month-to-month,No,Mailed check,19.4,93.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5939,2015-10-01,,Two year,No,Bank transfer (automatic),20.1,1078.75,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1032,2020-01-01,,Month-to-month,No,Electronic check,49.5,49.5,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
1034,2018-07-01,2020-01-01,Month-to-month,No,Electronic check,57.45,990.85,DSL,No,No,Yes,No,No,Yes,Male,0,Yes,Yes,No,1
1036,2018-11-01,2019-11-01,One year,No,Credit card (automatic),53.65,696.35,DSL,No,No,No,No,No,Yes,Male,0,Yes,Yes,No,1
1038,2014-03-01,,Two year,Yes,Mailed check,80.1,5585.4,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0
1007,2017-08-01,2019-11-01,Month-to-month,Yes,Electronic check,75.5,1893.95,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,1
1010,2019-10-01,,Month-to-month,Yes,Mailed check,69.55,284.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1012,2017-01-01,,Two year,No,Mailed check,19.85,784.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1014,2018-05-01,,Month-to-month,No,Mailed check,20.0,417.7,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1016,2015-09-01,,One year,Yes,Credit card (automatic),95.85,5016.25,Fiber optic,No,No,No,No,Yes,Yes,Female,1,Yes,No,Yes,0
1018,2018-06-01,2019-12-01,Month-to-month,Yes,Electronic check,90.1,1612.75,Fiber optic,No,No,No,Yes,No,Yes,Female,0,No,No,Yes,1
1020,2019-11-01,2020-01-01,Month-to-month,No,Electronic check,68.95,119.75,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
1022,2017-02-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
1024,2018-03-01,,One year,Yes,Electronic check,20.75,485.2,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,0
1026,2019-11-01,,Month-to-month,Yes,Mailed check,50.15,160.85,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,0
1028,2014-03-01,,Two year,No,Mailed check,58.65,4145.25,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
1030,2019-05-01,,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,No,No,0
8642,2014-07-01,,Two year,No,Bank transfer (automatic),24.65,1620.45,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
8643,2014-09-01,,Month-to-month,Yes,Electronic check,104.25,6812.95,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
8644,2018-01-01,,Month-to-month,Yes,Bank transfer (automatic),78.35,1837.9,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,No,No,Yes,0
8645,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,69.8,69.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
8647,2014-07-01,,One year,Yes,Credit card (automatic),109.7,7344.45,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
8649,2019-05-01,2019-12-01,Month-to-month,No,Mailed check,73.75,545.15,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,1
8651,2016-07-01,,Month-to-month,Yes,Credit card (automatic),33.45,1500.25,DSL,Yes,Yes,No,No,No,No,Female,1,No,No,No,0
8652,2018-02-01,,Month-to-month,Yes,Electronic check,94.6,2283.15,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,No,No,No,0
8654,2019-02-01,2019-11-01,Month-to-month,No,Electronic check,54.55,494.05,DSL,Yes,No,No,No,No,No,Male,1,No,No,Yes,1
8656,2014-05-01,,Two year,No,Bank transfer (automatic),20.2,1376.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
8658,2017-01-01,,One year,No,Bank transfer (automatic),20.3,755.4,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
8660,2018-06-01,,Two year,Yes,Credit card (automatic),39.4,825.4,DSL,Yes,No,Yes,Yes,No,No,Male,0,Yes,Yes,No,0
8662,2019-07-01,,Month-to-month,No,Bank transfer (automatic),69.15,488.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
8664,2016-09-01,2019-10-01,Month-to-month,Yes,Electronic check,76.25,2841.55,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,1
8666,2019-06-01,2019-11-01,Month-to-month,Yes,Mailed check,93.9,486.85,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,1
3005,2019-09-01,,Month-to-month,No,Mailed check,20.15,117.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3007,2015-08-01,,Two year,No,Credit card (automatic),45.2,2460.55,DSL,Yes,No,No,Yes,Yes,No,Male,0,No,No,No,0
3009,2015-02-01,2019-11-01,Two year,Yes,Electronic check,95.25,5464.65,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,1
3011,2017-12-01,2019-12-01,Month-to-month,Yes,Mailed check,89.85,2165.05,Fiber optic,No,No,Yes,No,Yes,No,Male,0,No,No,Yes,1
3013,2015-10-01,2019-11-01,One year,No,Mailed check,100.45,4941.8,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,1
3015,2019-05-01,2019-10-01,Month-to-month,No,Electronic check,47.15,223.15,DSL,No,No,No,No,No,No,Male,0,No,No,Yes,1
3017,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,80.2,181.1,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,1
3019,2019-06-01,2019-10-01,Month-to-month,Yes,Mailed check,87.1,341.45,Fiber optic,No,No,Yes,Yes,No,No,Female,0,No,Yes,Yes,1
3021,2014-04-01,,Two year,Yes,Bank transfer (automatic),79.25,5731.85,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,Yes,0
3023,2019-06-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
3025,2015-09-01,,Month-to-month,No,Electronic check,85.7,4616.1,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
3027,2015-11-01,2019-10-01,Month-to-month,Yes,Electronic check,98.75,4533.7,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,No,Yes,1
3029,2017-07-01,,One year,No,Credit card (automatic),20.1,589.25,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
6260,2019-11-01,2019-12-01,Month-to-month,No,Electronic check,25.25,25.25,DSL,No,No,No,No,No,No,Female,1,No,No,No,1
6262,2016-12-01,,Two year,Yes,Bank transfer (automatic),60.0,2193.2,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,No,0
9054,2018-03-01,2019-10-01,Month-to-month,Yes,Electronic check,90.6,1660.0,Fiber optic,Yes,No,No,No,Yes,No,Male,1,No,No,Yes,1
9056,2018-04-01,,Month-to-month,Yes,Electronic check,104.6,2180.55,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,No,0
9059,2017-03-01,,Month-to-month,No,Credit card (automatic),80.05,2835.9,Fiber optic,No,No,No,Yes,No,No,Female,0,No,No,Yes,0
9061,2020-01-01,,Month-to-month,No,Mailed check,45.15,45.15,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
9078,2015-09-01,,Two year,No,Credit card (automatic),25.1,1275.6,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,Yes,0
6722,2019-11-01,,Month-to-month,Yes,Electronic check,74.95,212.4,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
6915,2014-02-01,,Two year,No,Bank transfer (automatic),25.1,1857.85,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
7008,2018-03-01,2019-11-01,Month-to-month,Yes,Electronic check,24.45,482.8,DSL,No,No,No,No,No,No,Female,0,Yes,No,No,1
7010,2014-11-01,,Two year,No,Credit card (automatic),109.2,7049.75,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
7012,2015-06-01,,Two year,No,Bank transfer (automatic),45.05,2560.1,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,No,No,No,0
7014,2019-09-01,,Month-to-month,Yes,Mailed check,51.0,286.8,DSL,No,No,No,Yes,No,No,Female,0,No,Yes,No,0
7016,2014-02-01,,Two year,Yes,Bank transfer (automatic),110.45,7982.5,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
7018,2014-06-01,,Month-to-month,Yes,Electronic check,84.65,5683.6,Fiber optic,No,Yes,Yes,No,No,No,Male,1,Yes,Yes,Yes,0
7020,2014-07-01,,One year,No,Mailed check,60.05,3994.05,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,0
7022,2019-06-01,,Month-to-month,No,Bank transfer (automatic),44.65,369.15,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
7024,2015-10-01,,Month-to-month,Yes,Bank transfer (automatic),93.25,4631.7,Fiber optic,No,Yes,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,0
7026,2018-08-01,,Month-to-month,Yes,Mailed check,20.25,401.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
7028,2015-03-01,,Two year,No,Mailed check,25.45,1534.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
7030,2015-02-01,,Two year,No,Mailed check,20.6,1093.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
7032,2019-07-01,,Month-to-month,Yes,Electronic check,94.1,701.3,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,0
7034,2015-03-01,,One year,No,Mailed check,34.8,1980.3,DSL,Yes,No,Yes,No,No,No,Male,0,Yes,Yes,No,0
7036,2016-04-01,,Two year,Yes,Bank transfer (automatic),60.75,2893.4,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
7038,2019-09-01,,Month-to-month,Yes,Electronic check,51.35,262.3,DSL,No,Yes,No,No,No,No,Male,0,No,No,No,0
7078,2019-11-01,2019-12-01,Month-to-month,No,Mailed check,19.75,19.75,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
7415,2015-07-01,,One year,No,Mailed check,19.5,1026.35,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
7482,2018-10-01,2019-11-01,One year,Yes,Mailed check,75.3,989.45,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
2116,2018-04-01,,Two year,No,Mailed check,25.25,566.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
7670,2015-03-01,,Two year,Yes,Bank transfer (automatic),20.2,1192.3,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
7855,2014-06-01,,Two year,Yes,Credit card (automatic),24.95,1614.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
2686,2019-12-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),20.05,20.05,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
10310,2018-06-01,2019-11-01,Month-to-month,No,Mailed check,24.1,409.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,1
4675,2016-08-01,,One year,No,Mailed check,20.25,854.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
10495,2019-11-01,,Month-to-month,Yes,Electronic check,70.25,229.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
5001,2019-01-01,2020-01-01,Month-to-month,Yes,Electronic check,84.45,1059.55,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,Yes,1
5003,2019-05-01,,Month-to-month,No,Mailed check,20.4,181.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5005,2017-11-01,,One year,No,Electronic check,81.7,2212.55,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
5007,2017-07-01,2019-10-01,Month-to-month,Yes,Electronic check,79.5,2180.55,Fiber optic,No,No,No,Yes,No,No,Male,0,No,Yes,Yes,1
5009,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,89.15,89.15,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,Yes,No,1
5011,2018-02-01,,Month-to-month,Yes,Mailed check,20.3,459.95,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,0
5013,2018-11-01,2020-01-01,Month-to-month,Yes,Electronic check,74.95,1036.75,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,1
5015,2017-03-01,2019-11-01,Month-to-month,Yes,Electronic check,74.4,2276.95,Fiber optic,No,Yes,No,No,No,No,Female,1,No,No,No,1
5017,2019-03-01,,One year,No,Mailed check,20.0,211.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
5019,2020-01-01,,Month-to-month,Yes,Mailed check,25.0,25.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
5021,2016-12-01,,Month-to-month,Yes,Mailed check,80.45,3162.65,Fiber optic,Yes,No,No,No,No,No,Male,1,No,Yes,Yes,0
5027,2019-05-01,,Two year,No,Mailed check,19.75,210.65,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
5028,2015-08-01,,Two year,Yes,Credit card (automatic),65.65,3566.7,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,Yes,0
5029,2017-09-01,,One year,Yes,Credit card (automatic),71.0,2080.1,DSL,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,0
5030,2016-06-01,,Month-to-month,Yes,Electronic check,89.2,4040.2,Fiber optic,No,No,Yes,No,Yes,No,Male,1,Yes,No,Yes,0
5031,2015-03-01,,Two year,Yes,Electronic check,86.75,5186.0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
5033,2019-09-01,2019-12-01,Month-to-month,Yes,Electronic check,55.3,196.15,DSL,No,No,No,No,No,Yes,Female,0,No,No,No,1
5034,2018-08-01,,One year,Yes,Mailed check,61.5,1087.45,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,Yes,No,0
5035,2014-07-01,,Two year,No,Credit card (automatic),25.1,1672.15,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,0
